class	protein_id	protein_dir	seq_length	mean_plddt	median_plddt	std_plddt	min_plddt	max_plddt	ptm	ranking_score	af3_fraction_disordered	plddt_n	plddt_center	plddt_c	mean_disorder	median_disorder	std_disorder	disorder_fraction	disorder_mean_n	disorder_frac_n	disorder_mean_center	disorder_frac_center	disorder_mean_c	disorder_frac_c	mean_hydropathy	net_charge	pos_charge_frac	neg_charge_frac	global_entropy	lc_fraction	homorepeat_fraction	simple_repeat_fraction	frac_A	frac_C	frac_D	frac_E	frac_F	frac_G	frac_H	frac_I	frac_K	frac_L	frac_M	frac_N	frac_P	frac_Q	frac_R	frac_S	frac_T	frac_V	frac_W	frac_Y	helix_fraction	strand_fraction	coil_fraction	helix_frac_n	strand_frac_n	coil_frac_n	helix_frac_center	strand_frac_center	coil_frac_center	helix_frac_c	strand_frac_c	coil_frac_c	tm_count	has_signal_peptide	tm_fraction	sp_fraction	tm_frac_n	tm_frac_center	tm_frac_c	class_label
conserved	A0A0B4KEK4	conserved_1921_A0A0B4KEK4___cons_2071	454	83.33835	94.31	19.426306	23.248182	98.049995	0.82	0.89	0.15	71.03366	94.4313	73.65176	0.0777780219780219	0.008	0.1961178766516055	0.0945054945054945	0.1614473684210526	0.1929824561403508	0.006669603524229	0.0	0.1357017543859649	0.1842105263157894	-0.1303296703296703	0.0439560439560439	0.1516483516483516	0.1076923076923077	4.114937661992239	0.0	0.0	0.0	0.0527472527472527	0.0681318681318681	0.0615384615384615	0.0461538461538461	0.0263736263736263	0.0439560439560439	0.0417582417582417	0.0659340659340659	0.0527472527472527	0.1384615384615384	0.0131868131868131	0.0549450549450549	0.0241758241758241	0.0373626373626373	0.0571428571428571	0.0813186813186813	0.0659340659340659	0.0417582417582417	0.0065934065934065	0.0175824175824175	0.4052863436123348	0.1013215859030837	0.4933920704845815	0.5	0.0614035087719298	0.4385964912280701	0.3628318584070796	0.1327433628318584	0.504424778761062	0.3947368421052631	0.0789473684210526	0.5263157894736842	0	0	0.0	0.0	0.0	0.0	0.0	conserved
conserved	A0A0B4KEM6	conserved_1937_A0A0B4KEM6___cons_2087	112	86.653275	94.509995	14.326787	42.73625	98.124	0.64	0.88	0.48	68.65975	94.000786	89.95178	0.2012053571428571	0.04	0.3318737179345888	0.1964285714285714	0.6490714285714285	0.7142857142857143	0.0271607142857142	0.0	0.1014285714285714	0.0714285714285714	-0.0151785714285714	-0.0535714285714285	0.0892857142857142	0.1428571428571428	3.983803095875317	0.0	0.0267857142857142	0.0	0.1160714285714285	0.0089285714285714	0.0625	0.0803571428571428	0.0267857142857142	0.0625	0.0267857142857142	0.0535714285714285	0.0535714285714285	0.0892857142857142	0.0089285714285714	0.0535714285714285	0.0803571428571428	0.0357142857142857	0.0089285714285714	0.0625	0.0178571428571428	0.1160714285714285	0.0089285714285714	0.0267857142857142	0.2321428571428571	0.3928571428571428	0.375	0.5	0.2142857142857142	0.2857142857142857	0.0	0.6785714285714286	0.3214285714285714	0.4285714285714285	0.0	0.5714285714285714	0	1	0.0	0.1428571428571428	0.0	0.0	0.0	conserved
conserved	A0A0B4KEQ9	conserved_352_A0A0B4KEQ9___cons_375	95	75.54785	77.62	7.328515	58.673748	90.758	0.62	0.62	0.0	77.4453	75.817245	73.122856	0.0828947368421052	0.018	0.1408002564132858	0.0736842105263157	0.1989583333333333	0.1666666666666666	0.0142765957446808	0.0	0.1012083333333333	0.125	0.5726315789473684	-0.0210526315789473	0.0526315789473684	0.0736842105263157	4.030810379336401	0.0	0.0947368421052631	0.0	0.1052631578947368	0.0421052631578947	0.0210526315789473	0.0526315789473684	0.0421052631578947	0.0421052631578947	0.0105263157894736	0.0842105263157894	0.0210526315789473	0.1473684210526315	0.031578947368421	0.0736842105263157	0.0210526315789473	0.0421052631578947	0.0210526315789473	0.0631578947368421	0.0210526315789473	0.0631578947368421	0.0210526315789473	0.0736842105263157	0.8	0.0	0.2	0.7916666666666666	0.0	0.2083333333333333	0.7446808510638298	0.0	0.2553191489361702	0.9166666666666666	0.0	0.0833333333333333	2	0	0.431578947368421	0.0	0.5416666666666666	0.3404255319148936	0.5	conserved
conserved	A0A0B4KFI0	conserved_1335_A0A0B4KFI0___cons_1438	154	81.807945	92.2375	16.693596	43.001114	97.98333	0.71	0.83	0.24	56.826794	90.959595	88.00416	0.1859415584415584	0.037	0.2726423172648891	0.2597402597402597	0.5747105263157894	0.8947368421052632	0.0244743589743589	0.0	0.1286052631578947	0.1578947368421052	-0.7818181818181819	-0.0454545454545454	0.1363636363636363	0.1818181818181818	4.140787327895968	0.0064935064935064	0.0649350649350649	0.0	0.0454545454545454	0.0519480519480519	0.0584415584415584	0.1233766233766233	0.0389610389610389	0.0454545454545454	0.0129870129870129	0.0454545454545454	0.0649350649350649	0.0519480519480519	0.0389610389610389	0.0259740259740259	0.1103896103896103	0.0454545454545454	0.0584415584415584	0.0519480519480519	0.0259740259740259	0.0454545454545454	0.0129870129870129	0.0454545454545454	0.2142857142857142	0.2012987012987013	0.5844155844155844	0.2105263157894736	0.0	0.7894736842105263	0.0	0.3461538461538461	0.6538461538461539	0.6578947368421053	0.1052631578947368	0.2368421052631578	0	0	0.0	0.0	0.0	0.0	0.0	conserved
conserved	A0A0B4KFT1	conserved_1093_A0A0B4KFT1___cons_1177	131	58.94964	53.92	13.853023	40.218887	93.225006	0.21	0.71	1.0	73.48687	48.882114	64.242386	0.793885496183206	0.861	0.1852453525305695	1.0	0.8952121212121212	1.0	0.8339230769230769	1.0	0.6136969696969696	1.0	-0.4297709923664122	-0.0839694656488549	0.1145038167938931	0.1984732824427481	3.9017905016006793	0.0458015267175572	0.1374045801526717	0.0	0.0687022900763358	0.0	0.0916030534351145	0.1068702290076335	0.0381679389312977	0.0610687022900763	0.0076335877862595	0.0381679389312977	0.0229007633587786	0.0916030534351145	0.0305343511450381	0.0305343511450381	0.0458015267175572	0.0458015267175572	0.0839694656488549	0.0763358778625954	0.0610687022900763	0.099236641221374	0.0	0.0	0.2977099236641221	0.0	0.7022900763358778	0.696969696969697	0.0	0.303030303030303	0.0461538461538461	0.0	0.953846153846154	0.3939393939393939	0.0	0.6060606060606061	0	1	0.0	0.2061068702290076	0.0	0.0	0.0	conserved
conserved	A0A0B4KH49	conserved_1456_A0A0B4KH49___cons_1568	128	71.70584	80.465	23.065187	24.784447	96.59583	0.56	0.77	0.42	87.58285	73.22396	52.792595	0.1674765625	0.111	0.1697452451918931	0.203125	0.10325	0.0625	0.15015625	0.234375	0.26634375	0.28125	-0.16796875	-0.046875	0.1015625	0.1484375	4.07023910285388	0.0	0.0	0.0	0.078125	0.0234375	0.0625	0.0859375	0.0234375	0.0546875	0.0234375	0.0390625	0.03125	0.1484375	0.0234375	0.0625	0.0546875	0.0234375	0.046875	0.078125	0.03125	0.0625	0.0078125	0.0390625	0.5703125	0.0	0.4296875	0.59375	0.0	0.40625	0.671875	0.0	0.328125	0.34375	0.0	0.65625	0	0	0.0	0.0	0.0	0.0	0.0	conserved
conserved	A0A0B4KHN9	conserved_1492_A0A0B4KHN9___cons_1605	163	60.88702	75.14	24.593164	20.297777	92.352	0.4	0.61	0.41	67.301796	45.692894	84.48991	0.355079754601227	0.157	0.35902819762013	0.4110429447852761	0.2670243902439024	0.2926829268292683	0.5474567901234568	0.654320987654321	0.0630731707317073	0.048780487804878	-0.7742331288343558	0.1226993865030674	0.1963190184049079	0.0736196319018405	4.035909760925708	0.0	0.0184049079754601	0.0	0.0797546012269938	0.0061349693251533	0.0429447852760736	0.0306748466257668	0.0306748466257668	0.0368098159509202	0.0122699386503067	0.0490797546012269	0.0674846625766871	0.0736196319018405	0.0306748466257668	0.0674846625766871	0.0306748466257668	0.0613496932515337	0.1165644171779141	0.1349693251533742	0.0368098159509202	0.0490797546012269	0.0122699386503067	0.0306748466257668	0.4662576687116564	0.0	0.5337423312883436	0.6585365853658537	0.0	0.3414634146341463	0.2222222222222222	0.0	0.7777777777777778	0.7560975609756098	0.0	0.2439024390243902	0	0	0.0	0.0	0.0	0.0	0.0	conserved
conserved	A0A0B4LED6	conserved_827_A0A0B4LED6___cons_887	55	61.723526	66.65	13.8963375	32.09375	88.46999	0.32	0.82	1.0	44.3995	62.88415	76.809204	0.352090909090909	0.345	0.1165601533984464	0.4727272727272727	0.313	0.3571428571428571	0.3178888888888889	0.2592592592592592	0.4571428571428572	1.0	-0.2981818181818181	0.1090909090909091	0.2	0.0909090909090909	4.056016931868501	0.0181818181818181	0.0	0.0	0.0545454545454545	0.0727272727272727	0.0363636363636363	0.0545454545454545	0.0909090909090909	0.0727272727272727	0.0181818181818181	0.0545454545454545	0.1454545454545454	0.0545454545454545	0.0545454545454545	0.0181818181818181	0.0363636363636363	0.0545454545454545	0.0363636363636363	0.0545454545454545	0.0363636363636363	0.0363636363636363	0.0	0.0181818181818181	0.8	0.0	0.2	0.8571428571428571	0.0	0.1428571428571428	0.7407407407407407	0.0	0.2592592592592592	0.8571428571428571	0.0	0.1428571428571428	0	0	0.0	0.0	0.0	0.0	0.0	conserved
conserved	A0A0B4LET5	conserved_381_A0A0B4LET5___cons_406	62	87.04287	94.03	10.974355	52.517998	97.651665	0.61	0.82	0.42	79.99662	87.29096	93.623924	0.3313225806451613	0.1015	0.3599197439773295	0.3870967741935484	0.8051875	1.0	0.2246	0.2666666666666666	0.0575625	0.0	0.6032258064516127	0.0161290322580645	0.0806451612903225	0.064516129032258	3.898072604386556	0.0161290322580645	0.0	0.0	0.0483870967741935	0.1290322580645161	0.0483870967741935	0.0161290322580645	0.0161290322580645	0.1129032258064516	0.0161290322580645	0.0483870967741935	0.0161290322580645	0.1774193548387097	0.032258064516129	0.032258064516129	0.032258064516129	0.064516129032258	0.0483870967741935	0.0161290322580645	0.0483870967741935	0.064516129032258	0.0161290322580645	0.0161290322580645	0.4193548387096774	0.1935483870967742	0.3870967741935484	0.9375	0.0	0.0625	0.3666666666666666	0.1	0.5333333333333333	0.0	0.5625	0.4375	0	1	0.0	0.3225806451612903	0.0	0.0	0.0	conserved
conserved	A0A0B4LEU6	conserved_511_A0A0B4LEU6___cons_544	86	63.42661	64.5275	13.659848	37.760002	83.99334	0.44	0.63	0.37	50.978695	66.99916	69.05422	0.3373837209302325	0.3385	0.1936153353554809	0.4651162790697674	0.3553181818181818	0.2272727272727272	0.2910238095238095	0.3571428571428571	0.4079545454545454	0.9090909090909092	-1.2790697674418607	0.1162790697674418	0.2441860465116279	0.127906976744186	4.119846558208335	0.0	0.0348837209302325	0.0	0.0465116279069767	0.0348837209302325	0.0697674418604651	0.0581395348837209	0.0581395348837209	0.0465116279069767	0.0581395348837209	0.0232558139534883	0.0465116279069767	0.0232558139534883	0.0232558139534883	0.0465116279069767	0.0465116279069767	0.0697674418604651	0.1395348837209302	0.0116279069767441	0.0581395348837209	0.0581395348837209	0.0116279069767441	0.0697674418604651	0.5465116279069767	0.0	0.4534883720930232	0.4090909090909091	0.0	0.5909090909090909	0.5714285714285714	0.0	0.4285714285714285	0.6363636363636364	0.0	0.3636363636363636	0	0	0.0	0.0	0.0	0.0	0.0	conserved
conserved	A0A0B4LFN2	conserved_954_A0A0B4LFN2___cons_1025	27	80.43619	85.945	7.454807	67.18454	91.28125	0.32	0.82	1.0	69.596504	84.22509	84.23934	0.5138888888888888	0.464	0.2130043938393568	0.7037037037037037	0.8145714285714286	1.0	0.3493076923076923	0.3846153846153846	0.5188571428571429	1.0	-0.6703703703703704	0.1481481481481481	0.2592592592592592	0.1111111111111111	3.5319412055264614	0.0	0.0	0.0	0.0	0.0	0.037037037037037	0.074074074074074	0.074074074074074	0.037037037037037	0.0	0.074074074074074	0.2222222222222222	0.1111111111111111	0.074074074074074	0.037037037037037	0.037037037037037	0.0	0.037037037037037	0.1111111111111111	0.037037037037037	0.0	0.037037037037037	0.0	0.5925925925925926	0.0	0.4074074074074074	0.0	0.0	1.0	0.8461538461538461	0.0	0.1538461538461538	0.7142857142857143	0.0	0.2857142857142857	0	0	0.0	0.0	0.0	0.0	0.0	conserved
conserved	A0A0B4LGS3	conserved_131_A0A0B4LGS3___cons_137	95	80.18332	91.47	17.397356	33.32375	96.562	0.66	0.78	0.23	54.776855	88.72429	88.86373	0.1724421052631579	0.017	0.3069318558992102	0.1894736842105263	0.596125	0.7083333333333334	0.0112978723404255	0.0	0.0643333333333333	0.0416666666666666	-0.4989473684210526	0.0421052631578947	0.1894736842105263	0.1473684210526315	4.022695643199245	0.0	0.0	0.0	0.0842105263157894	0.0105263157894736	0.0736842105263157	0.0736842105263157	0.0	0.0421052631578947	0.031578947368421	0.0736842105263157	0.0842105263157894	0.0947368421052631	0.0526315789473684	0.0526315789473684	0.0526315789473684	0.0421052631578947	0.0736842105263157	0.0105263157894736	0.0526315789473684	0.0736842105263157	0.0105263157894736	0.0105263157894736	0.6947368421052632	0.0	0.3052631578947368	0.1666666666666666	0.0	0.8333333333333334	0.8936170212765957	0.0	0.1063829787234042	0.8333333333333334	0.0	0.1666666666666666	0	0	0.0	0.0	0.0	0.0	0.0	conserved
conserved	A0A0B4LGX6	conserved_1952_A0A0B4LGX6___cons_2103	61	86.29193	89.71	4.4242077	68.713	94.464005	0.63	0.73	0.21	86.88693	86.76649	84.71616	0.0314590163934426	0.012	0.0581081100967532	0.0	0.0304	0.0	0.0079032258064516	0.0	0.0812	0.0	-0.7344262295081967	0.0491803278688524	0.1967213114754098	0.1475409836065573	3.9756819118603706	0.0	0.0	0.0	0.0163934426229508	0.0163934426229508	0.0655737704918032	0.081967213114754	0.0655737704918032	0.0491803278688524	0.0163934426229508	0.0491803278688524	0.0491803278688524	0.0163934426229508	0.0983606557377049	0.0327868852459016	0.0491803278688524	0.0327868852459016	0.1311475409836065	0.0163934426229508	0.0983606557377049	0.081967213114754	0.0	0.0327868852459016	0.4590163934426229	0.1311475409836065	0.4098360655737705	0.8666666666666667	0.0	0.1333333333333333	0.3870967741935484	0.1290322580645161	0.4838709677419355	0.2	0.2666666666666666	0.5333333333333333	0	0	0.0	0.0	0.0	0.0	0.0	conserved
conserved	A0A0Q5PZ87	conserved_702_A0A0Q5PZ87___cons_751	78	96.12361	98.035	4.315534	67.35	98.834	0.88	0.97	0.18	94.93735	96.77712	96.0682	0.0479230769230769	0.004	0.1287870253639624	0.0384615384615384	0.1242	0.15	0.0032105263157894	0.0	0.0566	0.0	-0.4051282051282051	-0.0256410256410256	0.0641025641025641	0.0897435897435897	4.060246533065869	0.0	0.0	0.0	0.0512820512820512	0.0769230769230769	0.0769230769230769	0.0128205128205128	0.0384615384615384	0.0769230769230769	0.0256410256410256	0.0512820512820512	0.0128205128205128	0.0641025641025641	0.0	0.0769230769230769	0.0384615384615384	0.0512820512820512	0.0256410256410256	0.1153846153846153	0.0384615384615384	0.0256410256410256	0.0641025641025641	0.0769230769230769	0.3717948717948718	0.0769230769230769	0.5512820512820513	0.0	0.25	0.75	0.5	0.0263157894736842	0.4736842105263157	0.5	0.0	0.5	0	0	0.0	0.0	0.0	0.0	0.0	conserved
conserved	A0A0Q5T4J2	conserved_1314_A0A0Q5T4J2___cons_1415	55	55.202858	55.66	5.598991	44.027275	65.524284	0.23	0.73	1.0	58.41993	54.271526	53.781925	0.6043636363636364	0.619	0.1114125406260632	1.0	0.5917857142857142	1.0	0.5767777777777778	1.0	0.6701428571428572	1.0	-1.2654545454545456	0.2363636363636363	0.3090909090909091	0.0727272727272727	3.82786999720515	0.0	0.0	0.0	0.0181818181818181	0.0181818181818181	0.0	0.0727272727272727	0.0545454545454545	0.0545454545454545	0.0545454545454545	0.0363636363636363	0.1272727272727272	0.0727272727272727	0.0363636363636363	0.0545454545454545	0.0363636363636363	0.0181818181818181	0.1272727272727272	0.0909090909090909	0.109090909090909	0.0	0.0	0.0181818181818181	0.4181818181818181	0.0	0.5818181818181818	0.3571428571428571	0.0	0.6428571428571429	0.6666666666666666	0.0	0.3333333333333333	0.0	0.0	1.0	0	0	0.0	0.0	0.0	0.0	0.0	conserved
conserved	A0A0Q5TA79	conserved_2149_A0A0Q5TA79___cons_2313	138	65.92561	68.185	11.883602	42.210773	84.10572	0.18	0.68	1.0	68.96311	72.27276	49.82044	0.5654565217391304	0.544	0.2361242132464268	0.8188405797101449	0.8565588235294118	1.0	0.3652142857142857	0.6428571428571429	0.6866176470588234	1.0	-0.4369565217391304	0.0652173913043478	0.1376811594202898	0.072463768115942	4.050586631023893	0.0	0.0	0.0	0.0797101449275362	0.0434782608695652	0.0289855072463768	0.0434782608695652	0.0144927536231884	0.0797101449275362	0.0072463768115942	0.036231884057971	0.0869565217391304	0.0507246376811594	0.0144927536231884	0.0434782608695652	0.0942028985507246	0.0507246376811594	0.0434782608695652	0.0507246376811594	0.0579710144927536	0.0942028985507246	0.0	0.0797101449275362	0.1521739130434782	0.072463768115942	0.7753623188405797	0.5	0.1470588235294117	0.3529411764705882	0.0	0.0285714285714285	0.9714285714285714	0.1176470588235294	0.088235294117647	0.7941176470588235	0	1	0.0	0.1521739130434782	0.0	0.0	0.0	conserved
